Empreendimento,Disciplina,DataISO,DataBR,Total_Original,Total_Otimizado,Economia_Itens,Eficiencia_Num,Confianca,Confianca_Score,Arquivo_Original,Arquivo_Hash,Arquivo_Evidencia,Propriedades_JSON,Recomendacoes_JSON,Relatorio_PDF,Arquivo_Otimizado
Teste hid,Hidraulica,2026-03-04T09:10:01,04/03/2026,62,55,7,0.11290322580645161,Média,65,AGH-HID-EX-002-IFC-R11.ifc,599dc4322d2aa29ede51979bb59e960dcb5ea682a0bd1ba375e289f7a8a33898,,/Users/lucasteitelbaum/Library/Mobile Documents/com~apple~CloudDocs/app_joal.py/quantix_data/propriedades/PROPS_Hidraulica_599dc4322d2a.json,/Users/lucasteitelbaum/Library/Mobile Documents/com~apple~CloudDocs/app_joal.py/quantix_data/artefatos/Teste_hid/RECOMENDACOES_Hidraulica_Teste_hid_599dc432.json,/Users/lucasteitelbaum/Library/Mobile Documents/com~apple~CloudDocs/app_joal.py/quantix_data/artefatos/RELATORIO_Hidraulica_Teste_hid_599dc432.pdf,/Users/lucasteitelbaum/Library/Mobile Documents/com~apple~CloudDocs/app_joal.py/quantix_data/artefatos/Teste_hid/ORIGINAL_Hidraulica_AGH-HID-EX-002-IFC-R11.ifc_599dc432.ifc
